price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
12500000.0,"Mumbai-Western Suburbs, Kandivali West, Mumbai - North Mumbai, Maharashtra",880.0,19.2099437,72.8308692,2.0,3.0,1.0,Ready to Move,Resale,,Unfurnished,,,Flat,"
",14204.545454545454
11000000.0,"Bhayandar West, Mumbai - Mira Road and Beyond, Maharashtra",1200.0,19.30939292907715,72.84859466552734,2.0,2.0,,Ready to Move,Resale,,Furnished,,,Flat,"
",9166.666666666666
11500000.0,"Mulund West, Mumbai - Central Line, Maharashtra",718.0,19.167328,72.9347845,2.0,2.0,1.0,,Resale,,Unfurnished,,,Flat,"
",16016.713091922004
9200000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",800.0,19.28217,72.87654,2.0,2.0,,Ready to Move,Resale,,Furnished,,,Flat,"
",11500.0
18000000.0,"Laxmi Terrace, Mathuradas Road, Patel Nagar, Mumbai - North Mumbai, Maharashtra",850.0,19.205257415771484,72.83267974853516,2.0,2.0,,Ready to Move,Resale,,Furnished,,,Flat,"
",21176.470588235294
5100000.0,"Sector 6, Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",740.0,19.39953994750977,72.86042022705078,2.0,2.0,,Ready to Move,Resale,1.0,Semi-Furnished,,,Flat,"
",6891.891891891892
50000000.0,"Matunga, Mumbai - Central Mumbai, Maharashtra",1800.0,19.0290111,72.8451757,4.0,3.0,,Ready to Move,Resale,3.0,Furnished,1.0,Near railway station and market,Flat,"
                    
                    
                    
                       Very well furnished flat, ready to move, near to railway station and market and very centrally located
                    
                ",27777.777777777777
80000000.0,"Sewri, Mumbai, Sewri, Mumbai - Harbour Line, Maharashtra",1835.0,18.995232,72.847578,3.0,3.0,1.0,Ready to Move,Resale,4.0,,4.0,Close to Monorail station,Flat,"
                    
                    
                    
                       Only very serious buyers, looking for ready to move in property may contact. It is an exquisitely done up apartment. If you are looking for a cheap bargain or bottom hunting, please excuse and do not contact.
                    
                ",43596.73024523161
25000000.0,"Ganesh Gawde Road, New Matruchaya Society, Vidya Vihar, Mulund West, Mumbai, Maharashtra, India., Mulund West, Mumbai - Central Line, Maharashtra",1150.0,19.1746739,72.9431038,3.0,2.0,,Ready to Move,Resale,,,1.0,"Jain Temple Dhwaja visible from all bedrooms, Near to Station",Flat,"
                    
                    
                    
                       Good sized 3 BHK with decent bedrooms
                    
                ",21739.130434782608
35100000.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",1015.0,19.133269,72.837424,2.0,2.0,1.0,Ready to Move,Resale,,,,,Flat,"
",34581.28078817734
31500000.0,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1650.0,19.2335321,72.839198,3.0,3.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,,,Flat,"
",19090.90909090909
33500000.0,"Borivali West, Mumbai - Western Suburbs, Maharashtra",1120.0,19.2335321,72.839198,2.0,2.0,,Ready to Move,Resale,1.0,Furnished,,,Flat,"


                                 It's a 19th floor Multistorey Apartment in a building of total 22 floors. The Multistorey Apartment construction is more than 5 to 10 years old. Prime facilities are easily accessible from this place with Karuna General And Maternity Hospital (0 km ). Other key neighbourhood are Shamrao Vithal Cooperative Bank (0 km ). 
                            
more

",29910.714285714286
32500000.0,"sambhavnath tower, Ghatkopar East, Mumbai - Central Line, Maharashtra",1250.0,19.0755348,72.9128997,2.0,2.0,1.0,Ready to Move,Resale,,,,,Flat,"
",26000.0
9800000.0,"Vasai East, Mumbai, Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",1450.0,19.40638,72.835966,3.0,3.0,1.0,Ready to Move,Resale,1.0,,7.0,,Individual House,"
                    
                    
                    
                       Prime Location, Near Broadway Theatre, School & Collage , Temple , Chruch & Market . Bulding Suitated in Main Road.
                    
                ",6758.620689655172
25000000.0,"Andheri East, Mumbai - Western Suburbs, Maharashtra",895.0,19.1154908,72.8726952,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",27932.96089385475
8500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",815.0,19.2732249,72.8608696,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",10429.447852760735
7000000.0,"Vasai East, Mumbai - Mira Road and Beyond, Maharashtra",1000.0,19.39954,72.8604165,3.0,2.0,,Ready to Move,Resale,,Furnished,,,Flat,"
",7000.0
16000000.0,"Chembur, Mumbai - Harbour Line, Maharashtra",700.0,19.0327996,72.8963568,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",22857.14285714286
29500000.0,"Andheri West, Andheri West, Mumbai - Western Suburbs, Maharashtra",1450.0,19.129887,72.836147,3.0,3.0,,Ready to Move,Resale,2.0,Unfurnished,3.0,Near by Azad Nagar metro station,Individual House,"
                    
                    
                    
                       3BHK best property andheri west good connectivity andheri west more information about please contact us
                    
                ",20344.82758620689
70000000.0,"6th Floor, Marine Drive, Mumbai - South Mumbai, Maharashtra",1150.0,18.943214,72.823012,2.0,2.0,2.0,Ready to Move,Resale,,Unfurnished,,Next to Wankhede stadium Contact nine eight two one two two one five four eight,Flat,"


                                Also listed on 99acres and nobrokerContact nine eight two one two two one five four eight. North East Vastu Entrance, Sea view from living room & 1 Bedroom, Bright & Breezy with Carpet Area 940 Sq.ft on Marine drive next to Wankhede stadium. Our price is 7 cr nett. All Government and Flat transfer charges to be borne by the Buyer.
                            
more

",60869.5652173913
17000000.0,"Mumbai, Kandivali West, Mumbai - North Mumbai, Maharashtra",885.0,19.2076785,72.8384571,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",19209.0395480226
7500000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",850.0,19.28217,72.87654,2.0,2.0,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",8823.529411764706
24500000.0,"Lodha Aurum Grande, Kanjurmarg East, Mumbai - Central Line, Maharashtra",1368.0,19.128953,72.9298045,3.0,2.0,1.0,Ready to Move,Resale,2.0,,2.0,"Walking distance to the Kanjurmarg railway station, Huma theatre. 10 minutes to RCity mall. Lots of good schools including Poddar International School, Hiranandani school   10-15 minutes away.Excellent connectivity with  Eastern Express Highway 5 minutes away",Flat,"


                                This is premium 3 BHK optima flat in Lodha Aurum Grandis, Kanjurmarg East. It is located on 21st floor of the 21 floors and has terrace garden above and amenities. Its in a very quite locality within 10 minutes to Hiranandani Powai.  The flat is well ventilated with nice uninterrupted   view of the Yeoor hills. Lovely gardens, Club house, Cricket area, Basketball court and 4 pools including a Jacuzzi pool
                            
more

",17909.356725146197
6500000.0,"Malad West, Mumbai - Western Suburbs, Maharashtra",925.0,19.1889733,72.8220064,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",7027.027027027027
4200000.0,"C 401 Gopinath chouk devichapada dombivli w, Thane-Kalyan-Dombivli, Mumbai, Maharashtra",770.0,19.2308654,73.0713733,2.0,2.0,3.0,Ready to Move,Resale,,Unfurnished,,,Flat,"
",5454.545454545455
112500000.0,"Khar danda road., Khar West, Mumbai - Western Suburbs, Maharashtra",2850.0,19.0761113053486,72.8289380204498,4.0,6.0,2.0,Ready to Move,New Property,2.0,,4.0,Close to starbucks cafe.,Flat,"
                    
                    
                    
                       A multistorey complex in the heart of Khar West. This project features 5 luxuries towers of 24 storey each with 5 star amenities. This unit overlooks the pool with green surroundings.
                    
                ",39473.68421052631
4200000.0,"Virar WestVirar, Maharashtra, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",584.0,19.471405,72.802441,2.0,2.0,1.0,Ready to Move,Resale,,,,,Flat,"
",7191.780821917808
9000000.0,"Goregaon East, Mumbai - Western Suburbs, Maharashtra",750.0,19.1560908,72.8839514,3.0,3.0,,Ready to Move,Resale,,,,,Flat,"
",12000.0
13000000.0,"Mangal Prabhat Cooperative Housing Society LTD Nehru Nagar Police Station Lane Nehru Nagar Kurla East Mumbai Maharashtra 400024, Kurla East, Mumbai - Central Line, Maharashtra",950.0,19.060800552368164,72.87981414794922,2.0,2.0,,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Opposite Nehru Nagar Post Offices,Flat,"


                                Brand new, and well-maintained is this 2BHK apartment which is located in one of the sought-after neighbourhood of Nehru Nagar-Kurla, Mumbai. Immediately available for sale, this apartment is located close to all civic amenities and offers an easy approach to public transport. Therefore, staying here would be a great decision.   Property Specifications   Well-ventilated and bright, this apartment is positioned on the 3rd floor and is spread across a super-built-up area of 728 sqft. Facing an auspicious east direction, this apartment comprises 2 bedrooms, 2 bathrooms, a living cum dining room, and a kitchen.   Out of two bathrooms, 1 bathroom is attached to the bedroom while the other bathroom is available for common use. Furthermore, among the two bathrooms, 1 bathroom has an Indian style toilet while the other bathroom has a western-style toilet.   Moreover, the flooring of this apartment is covered by vitrified tiles which are known for its long-lasting shine and easy maintenance. Besides this, 100% Vaastu compliance further makes this property worth considering to live a joyful life.    Facilities   Basic facilities like open parking space for accommodating your car and adequate water supply are favoured for this property.   Locality   Since this property is located in one of the prominent neighbourhoods of Mumbai, it enjoys good road connectivity to the rest of the city. Various educational institutes are located at walking distance of 10 minutes as well as healthcare centres are situated within a range of 3 to 4km.   You can easily fulfil all your daily requirements, as numerous shopping malls and a market are located within a distance of 2km. Furthermore, noted nationalized banks and ATM centres are widely available within a periphery of 1 to 2km.   Also, commuting to and from this place is hassle-free, as autos, taxis and buses are frequently available. Within a short walking range of 5 to 7 minutes, the Kurla Railway Station is situated.
                            
more

",13684.21052631579
9000000.0,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",850.0,19.4540588,72.7688226,2.0,3.0,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",10588.235294117649
200000000.0,"Nariman Point, Mumbai - South Mumbai, Maharashtra",2000.0,18.925573348999023,72.82421875,4.0,3.0,,Ready to Move,Resale,,Furnished,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",100000.0
75000000.0,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",3100.0,19.001640226154105,72.826532,3.0,3.0,3.0,Ready to Move,Resale,2.0,,2.0,prime location,Flat,"
                    
                    
                    
                       exclusive property at a exclusive price on resale
                    
                ",24193.548387096773
33000000.0,"Mahim West, Mumbai - Central Mumbai, Maharashtra",1000.0,19.039152145385746,72.84046936035156,2.0,2.0,2.0,Ready to Move,Resale,,Unfurnished,,,Flat,"


                                 The Unit consists of 2 furnished bathroom and also has 2 spacious balconies. This is a 2 bed room apartment present in Mahim West. It measures 1000 Sq-ft of covered area. The Value of the Unit is fixed at 3. 30 Cr. It lies on second level of the 3 floors in all and is well ventilated.
                            
more

",33000.0
65000000.0,"sion, Sion East, Mumbai - Central Mumbai, Maharashtra",2717.0,19.04094,72.865281,4.0,3.0,1.0,Ready to Move,New Property,,,,sion circle,Flat,"
                    
                    
                    
                       This Multistorey Apartment is located at 31th floor in a building of total 45 floors. Prime facilities are easily accessible from this place with Central Bank of India (0 km ). Other key neighbourhood are Sadhana Vidyalay Sion (0 km ).
                    
                ",23923.44497607656
9000000.0,"dhake building bhardawadi andheri west, Andheri West, Mumbai - Western Suburbs, Maharashtra",700.0,19.1297376,72.8291555,2.0,2.0,1.0,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       It is bagadi system property like to sale in given amount with including name transfer and all
                    
                ",12857.142857142857
14700000.0,"Rustomjee Meridian Building, Charkop Village, Charkop Gaon, Kandivali, W, Maharashtra 400067, Charkop, Mumbai - North Mumbai, Maharashtra",900.0,19.20678417,72.81912281,2.0,2.0,,Ready to Move,Resale,1.0,,,,Flat,"
",16333.333333333334
4500000.0,"Virar West, Mumbai., Virar West, Mumbai - Mira Road and Beyond, Maharashtra",930.0,19.4540588,72.7688226,2.0,2.0,,Ready to Move,Resale,1.0,,2.0,,Flat,"


                                Global City, Virar West, Virar West, Mira Road And Beyond, Mumbai.A beautiful 02 BHK Apartment in Virar West. The property is a part of Vikram Buildwell as Rachna Tower in its B Wing. It is a Resale Property in a Promising Locality. This wellDesigned new property is ready to move in. It is located on Top Level  12th floor. The property ownership is freehold type and has a super builtUp area of 930.00 sq. Ft. The price of the property is estimated at rs. 45 Lakhs and per unit area cost is at rs. 4838 Per Sq. Ft. The apartment is 01 year old with 02 Bathrooms, the apartment is UnFurn
                            
more

",4838.709677419355
26500000.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",986.0,19.1437678,72.8222722,2.0,2.0,,Ready to Move,Resale,1.0,,2.0,,Flat,"
                    
                    
                    
                        This Multistorey Apartment is located at 4th floor in a building of total 13 floors. Prime facilities are easily accessible from this place with Gidbart Municipal School Andheri West (0 km ). Other key neighbourhood are Indian Bank (0 km ). 
                    
                ",26876.267748478705
49000000.0,"Near CNMS School, Vile Parle West, Mumbai - Western Suburbs, Maharashtra",948.0,19.105440139770508,72.84111785888672,2.0,2.0,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",51687.76371308017
10500000.0,"Flat No 101, A-10, Sector 2, Shantinagar, Shanti Nagar-Mira Road, Mumbai, Maharashtra",985.0,19.278592,72.861296,3.0,2.0,,Ready to Move,Resale,,Semi-Furnished,0.0,"Ayyapa Swami Temple, Jain Derasar and Swami Narayan Temple ,",Flat,"


                                The property is a First Floor, Vastu compliant, Terrace Flat , semi furnished , single building, ample water , close to schools, hotels, bus stop, railway station , hospitals , 10 minutes from Dahisar check post, shops of all kinds good society with only 14 flats .
                            
more

",10659.89847715736
3400000.0,"Naigaon East, Mumbai - Mira Road and Beyond, Maharashtra",620.0,19.3448747,72.86786,2.0,2.0,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",5483.870967741936
28000000.0,"Next to Rajpuriya Hall, Vile Parle East, Mumbai - Western Suburbs, Maharashtra",800.0,19.100385,72.850466,2.0,2.0,3.0,Ready to Move,Resale,,Furnished,,Rajpuriya Baug Gall adjacent to our building,Flat,"


                                East west opening for all rooms makes them full of light and us airy all seasons. Accessibility to station,market,cinema,theatre,airport domestic and international is within 5 to 10 mins maximum. Small and decent society. 24 hour water supply. Piped gas connected
                            
more

",35000.0
20500000.0,"501 Wing A1 - Lok Raunak Phase 2 - off marol Maroshi rd Behind Seven hills hospital Andheri - Mumbai, Marol Maroshi Road, Mumbai - Western Suburbs, Maharashtra",1390.0,19.11652479,72.87795715,3.0,3.0,,Ready to Move,New Property,,,,Behind seven hills hospital,Flat,"


                                It's a 5th floor Multistorey Apartment in a building of total 15 floors. The type of ownership is Co-operative Society. Ample space for covered car parking for visitors. It is a relatively new property with construction age less than 2 yrs. Flooring of type Ceramic Tiles covers maximum part of the house.
                            
more

",14748.20143884892
4650000.0,"Ambernath, Mumbai, Maharashtra",1237.0,19.182517,73.192602,3.0,2.0,3.0,Ready to Move,Resale,,Unfurnished,,bethel church,Flat,"
                    
                    
                    
                       a Luxurious flat at ambernath west with amenities like swimming pool,club house, gym,community hall etc and world class security features available in the society
                    
                ",3759.09458367017
33000000.0,"Borivali East, Mumbai, Magathane, Mumbai - North Mumbai, Maharashtra",1200.0,19.2248756,72.863143,3.0,3.0,,,Resale,2.0,Unfurnished,5.0,"western Express highway , borivali east",Flat,"


                                Available investor flat in oberoi Brand tower middle floor ..Oberoi Realty presents Sky City, a design revelation offering masterfully crafted 3 BHKs at Borivali East.With thoughtfully chosen amenities, grand design aesthetics, beautifully carved out landscapes and acres of open spaces, Sky City offers a global lifestyle where residents can mingle with a discerning community and soak in the finest luxury.Drawing inspiration from the beauty of multiterraced gardens, Sky City is literally an aesthetic experience on many levels. Kindly call us for more details and Site visit  for Flat
                            
more

",27500.0
28000000.0,"Powai, Mumbai - Central Line, Maharashtra",800.0,19.1196773,72.9050809,2.0,2.0,,Ready to Move,Resale,1.0,Semi-Furnished,,,Flat,"
                    
                    
                    
                       Located in the prime location of Powai, this building is right next to SM shetty school and the Hiranandani market area. It is walking distance from Hiranandani foundation school and is 900m away from Hiranandani Hospital
                    
                ",35000.0
21000000.0,"Mount Everest Cooperative Housing Society Bhakti Park Wadala East Mumbai Maharashtra 400037, Bhakti Park, Mumbai - Harbour Line, Maharashtra",930.0,19.11918830871582,72.86459350585938,2.0,2.0,,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Near Carnival Cinemas Imax,Flat,"
",22580.64516129032
19000000.0,"Chembur, Mumbai - Harbour Line, Maharashtra",1035.0,19.0327996,72.8963568,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",18357.487922705317
28500000.0,"3 Bawa Tower, A Wing, Sion., Sion, Mumbai - Central Mumbai, Maharashtra",1450.0,18.99557876586914,72.82194519042969,3.0,3.0,4.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Circle,Flat,"


                                3 BHK multistorey apartment with attached bathroom is available for sale. The interior of the property is designed with marble flooring. The exterior walls of the apartment are covered with bush tiles, while the main gate is made up of wooden. It has one covered car parking also. It has several exceptional features like indoor fireplace which makes it stand true to all expectations.  It is well connected to Don Bosco School, Chunabhatti Market, K J Somaiya Hospital, Sion and Chunabhatti Railway Station. Please call for more details.
                            
more

",19655.172413793105
45000000.0,"Shwetha Grand 7A 7B Plot no 36 Khandelwal Layout Off Link Road Malad West Mumbai  400064, Kanchpada, Mumbai - North Mumbai, Maharashtra",2000.0,19.180896759033203,72.86486053466797,4.0,4.0,,Ready to Move,Resale,1.0,Furnished,1.0,Near By Movie Time Cinema,Flat,"


                                Promising an opulent and contented lifestyle, up for sale is an incredible 4BHK flat situated in the prime locale of Kanchpada - Mumbai. So, hurry up and grab this golden opportunity at the earliest!!Property SpecificationsHoused on the 7th floor of a high raised 8-storeyed building, this ready-to-move-in flat is spread across a super built-up area of 2000sqft and has a carpet area of 1315sqft. Adhering to all the vaastu rules, this east facing abode ushers its occupants with a living filled with bliss and harmony. Favored with superior ventilation, this abode enjoys natural daylight and cool breeze seeping through the windows that feature ledges on which plants can be placed.Exquisitely designed, the 4 air-conditioned bedrooms are complete with wardrobes and double beds. Of the 4 chic bathrooms fitted with geysers and premium quality sanitary ware, 3 of them are en-suite whereas the other is for common use. Exuding a warm and welcoming feel, the generously-sized living room is ideal to de-stress and spend quality time with your family members. Providing comfortable cooking space, the kitchen is a sleek modular unit decked with a gleaming counter-top, stainless-steel sink, chimney and storage cabinets. The attractive interiors and flawless vitrified tile flooring enhance the overall aesthetic appeal of this flat. Moreover, this property has access to 900sqft open terrace space that can serve multipurpose use. FacilitiesPrime amenities like 1 covered parking space, round the clock water supply and tight security along with CCTV surveillance are provided. Furthermore, utility service providers like plumbers, electricians and other handy men are readily available on request to address any issues that many arise.LocalitySituated in a most sought-after residential locale, this property is well-connected to the other parts of the city. Easy availability of various modes of public transport ensures a hassle-free commute to and from this area.Movie Time Cinema is the nearest landmark and other key establishments like renowned restaurants, pubs and shopping malls are within proximity. The prominent Ryan International School, Radha Krishna School and Billabong High School are located at a short distance. For emergency medical aid, several noted hospitals are accessible within the vicinity.
                            
more

",22500.0
13000000.0,"Abhijeet Maruti Shintre B-602, Jairaj Ratna CHS, Near Gurudwara, New Shastri Nagar, Goregaon West - 400104, Goregaon West, Mumbai - North Mumbai, Maharashtra",825.0,19.1619449,72.8375425,2.0,2.0,1.0,Ready to Move,Resale,,,,"MG Rd., In Orbit, Hypercity, Central Malls, Vivek College, Hospital",Flat,"
                    
                    
                    
                       East West facing, Mahanagar Gas line connection, Well maintained flat, Spacious, Almost no power cut, 24 Hrs. water supply with sufficient water storage, 02 lifts
                    
                ",15757.575757575758
45000000.0,"Andheri West, Mumbai - Western Suburbs, Maharashtra",2285.0,19.1297376,72.8291555,2.0,2.0,1.0,Ready to Move,Resale,,Furnished,,,Flat,"


                                  Residential House is made upto 7 floors. The place is very airy & spacious making the stay a very memorable one. It can easily be cutomized as per the needs of the people living here. All in all a great deal, please contact immediately for more details. This spacious Residential House has age of construction above 20 years. Prime facilities are easily accessible from this place with Gidbart Municipal School Andheri West (0 km ). Other key neighbourhood are Indian Bank (0 km ). 
                            
more

",19693.654266958423
20000000.0,"flat no A1 302 Jankalyan Nagar Off Marve Road next to Sonata bldg Malad west Mumbai 400095, Malad West, Mumbai - Western Suburbs, Maharashtra",1500.0,19.11909866333008,72.8640365600586,3.0,3.0,,Ready to Move,Resale,,Furnished,1.0,Near Jaya Nagar And Jankalyan Nagar Garden,Flat,"
                    
                    
                    
                       The rooms and Hall are spaciousMalad West is very good locality. It is very nice and beautiful locality. All basic amenities like hospitals, schools, colleges and markets are available nearby.
                    
                ",13333.333333333334
3500000.0,"Virar East, Virar, Mumbai - Mira Road and Beyond, Maharashtra",725.0,19.4621578,72.8056851,2.0,2.0,,,Resale,,Semi-Furnished,,,Flat,"
",4827.586206896552
6500000.0,"Near Mulgaon Church, Vasai West, Mumbai - Mira Road and Beyond, Maharashtra",1500.0,19.3693345,72.806127,2.0,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,,"Near Schools, Colleges, Hospitals, Church, Banks, Hotels etc",Flat,"
                    
                    
                    
                       Plush 2 BHK Row House at Heart of Vasai WestGreat Connectivity towards Vasai and Naigaon Station
                    
                ",4333.333333333333
20400000.0,"Bhuleshwar, Mumbai - South Mumbai, Maharashtra",1277.0,18.95492,72.82961,2.0,2.0,,,Resale,,Unfurnished,,,Individual House,"
",15974.941268598275
16500000.0,"sahakar nagar, near d.n.nagar metro station, Sahakar Nagar, Mumbai - Harbour Line, Maharashtra",750.0,19.013370513916016,72.8521728515625,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",22000.0
130000000.0,"Tardeo, Mumbai - South Mumbai, Maharashtra",3200.0,18.9713355,72.8146204,4.0,4.0,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"


                                  Residential House is made upto 2 floors. The place is very airy & spacious making the stay a very memorable one. It can easily be cutomized as per the needs of the people living here. All in all a great deal, please contact immediately for more details. Prime facilities are easily accessible from this place with ING Vysya Bank (0 km ). Other key neighbourhood are Hill Granage High School Tardeo (0 km ). 
                            
more

",40625.0
80000000.0,"Marine Lines, Mumbai - South Mumbai, Maharashtra",2400.0,18.9457243,72.8237605,4.0,4.0,2.0,Ready to Move,Resale,,Semi-Furnished,1.0,Proximity to Marine Lines and Churchgate Railway Stations.,Flat,"
                    
                    
                    
                       Large Apartment with High Ceilings and Spacious Rooms. Permitted use for Commercial Purposes as well.
                    
                ",33333.333333333336
29000000.0,"Sthanu Cooperative Housing Society S L Road Mulund West Mumbai Maharashtra 400080, Mulund, Mumbai - Central Line, Maharashtra",1650.0,19.160480499267575,72.94487762451172,3.0,3.0,1.0,Ready to Move,Resale,1.0,Furnished,1.0,Near SMPR School,Individual House,"
                    
                    
                    
                       It is nice house with good facilities
                    
                ",17575.757575757576
7200000.0,"Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",960.0,19.298449,72.874453,2.0,2.0,3.0,Ready to Move,Resale,,,,,Individual House,"
                    
                    
                    
                       It's a 1st floor Multistorey Apartment in a building of total 10 floors.
                    
                ",7500.0
